T2M,WS10M,RH2M,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,rain_label
12.74,2.56,84.88,92.84,344.73,6.18,0
13.33,7.41,63.69,93.0,302.01,15.04,0
12.84,4.27,55.69,93.26,281.55,17.42,0
10.54,4.05,53.62,93.62,295.53,15.45,0
14.19,5.55,60.0,93.2,303.8,16.79,0
10.36,4.66,60.81,93.62,308.49,12.07,0
7.78,4.06,72.88,93.55,312.98,7.37,0
6.44,7.14,56.88,93.95,253.54,16.68,0
5.05,4.96,57.81,93.83,252.05,16.29,0
4.35,2.1,53.25,93.61,254.38,16.24,0
11.62,3.17,59.5,93.67,290.3,14.63,0
12.56,1.91,64.5,93.69,315.41,8.13,0
14.0,3.94,58.69,93.52,287.31,15.0,0
14.63,4.52,59.12,93.23,306.34,11.69,0
10.34,6.73,67.5,93.1,293.82,13.63,0
5.4,5.58,68.56,93.97,306.27,5.64,0
4.0,3.48,57.5,93.91,242.09,14.73,0
6.1,3.35,50.56,94.07,247.56,14.93,0
8.14,5.02,53.62,93.29,279.81,10.88,0
7.54,5.05,51.44,93.77,261.62,14.49,0
9.92,3.76,51.75,93.33,268.16,13.97,0
8.96,6.82,66.56,93.23,278.2,13.84,0
2.02,9.3,70.62,94.24,281.14,2.09,0
0.16,3.48,55.5,94.34,220.53,14.55,0
3.76,7.86,48.94,93.41,254.29,12.96,0
7.32,10.59,49.31,92.14,291.8,9.36,0
5.36,4.34,53.75,93.13,247.32,12.85,0
2.2,4.27,72.12,93.8,290.96,6.13,0
2.11,5.65,74.19,93.76,285.05,5.65,0
2.73,6.2,55.62,94.43,232.76,12.58,0
2.82,3.41,57.81,94.03,233.46,12.88,0
7.12,4.52,46.5,92.84,246.12,12.9,0
9.6,3.62,48.88,91.78,282.15,11.56,0
8.82,6.27,43.31,91.96,285.2,8.96,0
8.24,6.45,45.31,92.35,256.91,11.29,0
4.03,5.02,49.88,93.0,239.77,12.18,0
-1.26,3.61,56.94,94.21,269.05,7.02,0
1.43,6.49,55.0,93.58,226.38,12.07,0
3.23,2.8,70.69,92.26,252.06,11.25,0
-1.1,6.48,76.19,92.86,280.68,4.35,0
-3.32,2.2,68.38,94.11,242.21,9.16,0
-1.12,2.11,72.0,93.78,254.7,9.53,0
3.19,3.13,70.31,93.63,245.52,10.85,0
6.43,4.66,61.06,93.8,252.32,11.14,0
6.08,4.45,66.06,93.07,270.73,10.88,0
6.48,2.75,67.06,92.5,299.22,4.13,0
2.87,12.34,41.44,94.04,239.36,10.83,0
-0.31,3.82,45.31,94.34,230.29,10.54,0
3.65,4.76,58.0,93.82,248.7,10.55,0
1.3,3.46,62.69,94.36,236.12,10.48,0
2.56,4.34,64.94,93.15,267.19,7.77,0
-2.14,8.54,67.31,94.52,267.68,4.56,0
-2.63,6.04,66.5,93.92,250.56,9.81,0
-2.65,5.88,84.56,93.52,280.03,1.37,0
-4.46,3.95,71.5,94.03,235.06,9.61,0
-8.83,6.12,73.56,94.84,238.78,7.75,0
-11.23,4.02,76.81,94.16,230.09,9.84,0
-2.31,4.03,79.56,93.74,247.88,8.62,0
-3.87,3.2,92.38,94.04,284.84,2.3,0
-6.73,2.74,90.62,94.55,263.57,6.25,0
-2.67,4.17,86.88,94.37,250.57,9.63,0
-1.32,5.49,91.94,93.56,288.2,5.58,0
-0.64,2.41,91.38,93.85,284.04,5.6,0
0.1,3.35,97.0,93.67,303.28,2.07,0
1.1,3.48,91.12,92.9,276.25,5.82,0
-1.31,4.15,64.88,94.2,224.12,9.6,0
-1.85,3.62,75.62,94.43,239.99,6.95,0
0.02,4.27,71.62,94.42,243.22,8.63,0
1.21,3.62,71.88,93.32,247.64,8.16,0
-0.56,8.36,72.69,93.69,272.09,2.27,0
-3.46,3.85,72.19,93.32,256.19,4.83,0
-0.43,5.08,83.88,92.83,260.87,8.84,0
-2.85,6.36,69.31,94.4,253.34,6.33,0
-3.4,4.64,61.31,94.4,215.45,9.49,0
-0.52,4.13,62.69,94.48,222.54,9.68,0
0.75,3.62,65.19,94.64,228.16,9.41,0
1.37,5.55,62.94,93.56,235.12,9.06,0
0.58,4.44,61.81,93.68,237.48,8.66,0
2.69,5.12,66.56,93.2,252.66,8.27,0
6.35,7.29,69.19,92.51,285.74,5.7,0
4.4,6.26,49.44,92.99,241.49,9.46,0
2.8,9.6,74.62,92.64,266.66,7.4,0
-1.26,6.15,61.94,95.0,219.1,9.7,0
-2.69,3.88,52.56,95.16,229.2,10.09,0
1.92,5.9,63.25,93.78,256.74,7.02,0
2.7,5.41,65.56,94.2,250.2,9.38,0
5.83,5.08,60.06,93.29,257.73,10.11,0
3.27,6.45,59.81,93.36,248.49,8.54,0
-1.06,2.32,69.94,93.94,273.22,3.08,0
-0.59,2.68,81.0,94.22,261.06,7.12,0
1.55,3.55,69.19,93.91,242.05,9.94,0
3.94,3.76,72.31,93.05,249.21,10.19,0
-1.61,11.99,57.44,93.25,254.81,4.37,0
-5.84,8.98,33.5,93.58,225.62,11.02,0
-0.97,4.7,57.69,93.38,243.39,9.9,0
0.76,6.13,50.12,93.75,228.39,10.77,0
1.73,3.82,64.0,92.76,245.82,10.62,0
-2.53,7.55,66.25,92.84,250.82,8.97,0
-7.3,5.72,58.56,94.15,247.12,8.91,0
-2.7,5.09,58.62,93.18,254.77,9.22,0
-8.4,4.97,65.19,93.26,251.73,10.65,0
-6.8,5.22,69.38,93.17,256.42,8.68,0
-5.14,7.93,67.94,92.75,250.02,10.1,0
0.62,9.01,75.56,91.73,291.05,5.17,0
1.15,4.83,52.62,93.12,235.8,11.79,0
-0.37,3.88,74.38,93.58,272.38,5.62,0
1.15,4.53,68.69,93.6,242.55,12.18,0
2.51,6.09,56.94,93.32,254.25,12.02,0
0.48,6.85,55.12,93.47,259.74,10.67,0
-0.82,6.01,47.75,94.2,238.66,12.7,0
2.54,4.6,51.56,93.72,274.92,8.18,0
6.05,4.87,54.06,92.89,259.06,12.21,0
5.38,5.65,50.0,93.31,253.05,12.37,0
4.61,3.74,47.62,93.83,260.76,12.58,0
3.37,3.34,61.5,93.85,279.38,10.28,0
1.57,7.84,91.0,93.87,302.98,2.66,1
-2.81,7.05,87.94,94.54,278.24,3.48,0
-3.03,3.13,77.94,94.55,246.8,13.94,0
-0.68,3.29,74.75,94.02,278.08,10.69,0
-4.39,6.83,77.88,94.73,288.88,5.63,0
-5.61,2.57,77.88,94.59,284.35,6.25,0
-1.84,4.06,79.25,93.83,274.21,7.17,0
-7.66,7.48,55.69,94.51,259.81,10.39,0
-13.15,3.05,56.38,95.32,225.99,13.06,0
-6.94,7.4,63.75,93.95,266.27,9.28,0
-2.25,3.06,80.25,92.57,277.84,6.32,0
1.31,3.61,75.31,92.75,263.41,12.22,0
0.33,5.45,72.5,93.32,255.5,13.24,0
0.82,4.1,60.06,94.01,241.78,13.97,0
0.77,4.69,62.38,93.81,243.5,14.15,0
-0.69,2.46,63.75,93.88,232.98,14.64,0
1.38,6.9,71.81,93.14,285.01,6.49,0
2.76,8.47,80.88,92.28,291.26,8.8,0
3.58,5.48,52.19,92.81,248.21,16.17,0
7.12,5.2,63.0,91.93,291.71,13.98,0
2.83,10.07,62.25,92.28,259.86,13.21,0
-0.37,6.21,59.75,93.84,230.41,15.1,0
2.59,7.78,54.75,93.22,242.97,16.78,0
3.07,6.44,42.75,93.29,226.5,18.08,0
-0.77,4.76,54.06,94.41,261.34,16.88,0
6.75,9.94,73.44,92.46,316.99,5.82,0
3.33,8.7,50.19,92.74,235.11,18.18,0
3.4,4.96,56.94,92.51,259.4,15.89,0
1.89,5.84,48.62,93.01,241.27,17.82,0
0.76,5.36,53.19,93.36,250.55,15.91,0
5.5,7.44,54.0,93.47,263.29,17.07,0
7.48,6.48,51.44,93.37,256.16,18.9,0
12.15,5.74,44.12,92.19,292.73,15.52,0
4.53,6.94,60.38,92.99,282.58,11.88,0
2.95,5.02,43.06,94.66,225.32,20.61,0
6.36,5.6,36.62,94.68,243.07,20.08,0
9.19,7.89,38.81,93.75,273.53,19.49,0
6.59,5.59,83.75,92.84,327.03,3.83,0
12.34,5.38,51.06,92.77,280.94,19.2,0
13.76,5.55,46.06,92.96,278.7,19.99,0
13.73,4.66,45.94,93.07,280.91,19.75,0
15.57,2.38,63.5,93.32,309.38,19.17,0
17.31,5.76,60.94,92.92,309.78,20.63,0
18.12,7.48,60.5,92.39,309.84,20.85,0
18.51,10.94,69.44,92.16,328.05,19.54,0
13.33,7.1,59.88,92.07,325.91,10.32,0
9.01,5.35,61.06,92.87,301.37,13.38,0
11.51,6.78,67.81,93.02,341.54,9.35,0
10.78,3.32,73.0,93.1,310.92,18.26,0
11.64,2.17,58.69,93.33,278.95,22.28,0
15.45,2.43,57.75,93.48,305.89,22.17,0
16.44,5.02,65.62,93.54,340.87,18.72,0
19.61,10.26,56.81,92.72,342.02,17.83,0
15.39,4.78,37.56,93.16,294.01,20.84,0
16.52,4.19,54.19,93.25,333.96,15.67,0
16.31,4.06,72.06,92.75,349.96,9.59,0
17.46,3.51,46.69,92.81,304.9,22.96,0
19.97,5.14,45.88,92.64,322.21,23.36,0
20.35,6.31,55.5,91.73,329.95,22.67,0
14.47,7.38,58.56,92.3,301.77,24.02,0
10.32,8.32,68.31,93.43,346.98,6.49,0
9.73,4.72,78.06,93.08,349.34,4.74,1
12.48,3.67,72.38,93.28,327.02,20.67,0
12.4,8.52,74.88,93.28,362.69,8.53,0
10.45,6.45,46.12,94.19,258.81,26.68,0
12.02,5.48,40.31,94.23,267.2,25.59,0
11.16,3.96,41.88,94.08,280.76,23.22,0
9.94,3.8,43.88,94.16,309.67,21.26,0
9.02,6.51,46.81,94.05,339.01,11.53,0
12.96,9.16,84.12,92.83,364.78,5.84,1
15.62,6.87,57.88,92.52,312.26,23.64,0
16.26,7.17,78.75,91.97,359.7,12.42,1
10.1,8.77,76.44,91.75,328.3,11.88,0
8.93,4.86,66.0,93.85,292.07,19.72,0
14.73,7.16,56.56,93.74,308.55,24.8,0
15.45,4.3,63.12,93.3,318.51,23.38,0
12.51,6.55,71.12,92.97,349.16,13.91,0
10.08,4.36,65.0,93.72,312.12,22.66,0
13.13,5.95,53.5,93.54,309.61,21.99,0
10.47,5.36,46.69,94.29,271.98,27.47,0
14.59,4.08,49.12,93.71,292.92,27.89,0
22.37,4.2,43.06,92.49,338.02,27.03,0
21.69,5.7,44.38,92.67,345.63,25.08,0
16.66,5.05,67.12,93.32,364.04,10.12,0
14.12,8.38,85.31,92.25,364.15,4.64,1
13.06,3.34,60.31,93.27,306.34,24.9,0
13.22,2.75,68.56,93.48,322.41,24.44,0
15.14,4.27,79.69,93.13,337.89,25.75,0
20.68,4.68,62.69,92.31,373.23,18.24,0
21.57,3.47,59.31,92.51,342.4,27.05,0
22.39,4.01,67.19,92.89,361.91,24.36,0
23.85,4.71,63.88,92.76,362.91,27.43,0
23.79,5.37,61.38,92.58,358.82,28.5,0
16.15,8.57,52.25,93.52,355.6,19.14,0
13.04,5.35,43.88,93.97,327.27,15.79,0
13.98,4.8,42.62,93.8,283.89,29.64,0
15.46,3.72,47.06,93.52,293.44,29.92,0
21.31,6.57,39.06,92.78,320.49,29.99,0
14.43,7.35,48.12,93.94,312.46,25.45,0
12.94,3.18,52.88,94.55,351.02,15.9,0
15.9,2.41,52.06,94.26,343.57,23.69,0
19.08,2.66,42.06,93.77,307.06,30.11,0
20.37,5.07,33.69,93.71,310.37,29.94,0
20.48,6.34,35.31,93.59,319.93,28.93,0
24.51,9.63,32.0,92.76,355.89,26.46,0
25.39,8.94,40.5,92.31,359.17,27.51,0
19.8,7.27,61.19,92.83,365.0,16.18,0
16.74,4.75,50.0,94.13,307.98,29.27,0
19.65,6.23,38.31,93.98,331.0,29.45,0
24.73,10.1,42.19,92.71,365.73,28.55,0
21.55,7.78,58.31,91.8,372.54,21.6,0
17.2,6.1,55.88,92.35,336.17,29.09,0
17.43,6.23,65.94,93.09,381.93,13.1,0
28.26,10.2,50.38,92.58,385.27,26.52,0
25.93,6.68,47.62,92.37,397.02,24.05,0
21.01,5.34,34.62,93.01,304.27,31.81,0
18.88,3.76,43.12,93.5,309.2,31.39,0
17.9,5.59,61.69,93.23,356.91,13.84,1
13.79,5.57,58.31,93.68,316.11,27.27,0
15.28,3.46,65.06,93.37,347.33,18.41,0
22.08,3.19,49.75,93.09,353.16,30.28,0
23.5,4.2,59.44,92.9,389.24,26.2,0
24.84,3.67,54.06,93.38,380.3,30.2,0
24.92,4.44,48.0,93.26,373.52,29.53,0
24.4,5.84,46.75,93.29,370.75,26.22,0
24.15,6.16,48.94,93.53,373.45,25.95,0
24.65,7.42,41.5,93.2,356.79,29.66,0
26.86,10.41,49.5,92.26,369.94,30.18,0
23.79,6.85,47.12,92.52,356.09,21.79,0
21.54,5.24,33.88,93.62,322.54,32.07,0
22.87,6.38,38.12,93.81,376.11,20.46,0
25.94,8.31,43.5,93.04,362.27,29.5,0
25.57,6.53,67.25,92.94,394.2,16.76,0
23.52,2.81,72.62,93.34,377.5,27.14,0
22.35,4.08,65.69,93.53,375.04,27.02,0
27.55,8.07,51.69,92.64,377.5,30.08,0
29.73,7.1,43.88,92.08,379.85,30.66,0
29.37,10.68,48.38,92.22,393.36,29.92,0
23.45,6.46,56.44,93.02,390.78,13.53,0
22.22,3.13,41.0,93.88,328.51,31.69,0
24.56,7.77,43.56,93.37,366.32,29.5,0
27.1,6.49,57.19,92.72,406.25,29.8,1
28.75,3.52,48.31,93.1,401.48,29.15,0
27.56,5.72,67.94,93.26,415.84,24.35,0
31.77,7.67,39.38,92.59,387.46,30.79,0
33.53,5.35,25.56,92.6,405.32,29.96,0
30.48,4.17,40.25,93.17,424.0,25.38,0
31.47,3.36,37.38,92.92,410.38,27.72,0
29.58,4.17,46.31,92.96,437.4,16.6,0
30.33,5.16,41.0,93.12,405.23,27.47,0
30.97,6.09,37.25,93.09,401.55,28.45,0
32.27,6.21,34.88,92.94,416.79,27.95,0
33.42,7.0,33.88,92.87,424.38,28.22,0
33.21,6.0,34.06,93.18,422.57,28.62,0
33.34,5.74,31.38,93.32,405.3,29.53,0
28.05,4.56,53.19,93.81,409.95,25.07,1
24.88,3.41,68.12,94.0,410.59,14.65,0
24.22,4.52,56.62,94.03,394.7,26.23,0
25.08,2.92,48.12,93.99,373.93,28.18,0
25.15,2.34,40.81,93.83,359.6,30.15,0
27.12,3.12,37.62,93.53,384.29,27.34,0
28.73,2.27,36.94,93.54,406.57,29.19,0
29.55,3.53,37.12,93.56,400.89,28.6,0
31.62,6.95,34.5,93.3,400.33,28.26,0
30.37,5.34,35.62,93.09,388.12,29.18,0
31.19,3.64,37.88,92.89,405.62,28.83,0
31.61,2.66,38.56,93.14,430.98,27.97,0
31.56,3.84,33.56,93.6,416.78,29.07,0
30.97,4.95,29.69,93.71,397.61,28.92,0
32.25,5.78,27.31,93.54,405.41,28.84,0
33.24,5.53,24.25,93.51,405.21,28.95,0
33.06,5.45,28.88,93.46,400.43,28.5,0
33.79,6.57,31.81,92.92,412.43,28.62,0
30.55,4.97,41.06,92.81,412.2,25.43,0
29.33,3.01,39.88,93.27,382.12,27.78,0
28.95,3.8,32.94,93.69,387.41,28.69,0
30.83,5.19,39.25,93.43,442.61,21.67,0
30.1,3.91,43.81,93.39,442.36,23.48,1
28.08,2.09,49.38,93.52,417.7,26.31,0
29.57,2.9,41.12,93.46,418.77,26.01,0
25.63,2.93,69.69,93.26,419.24,26.41,1
26.77,2.7,65.56,93.17,408.0,26.23,0
27.52,4.16,59.5,92.95,400.9,26.85,0
23.16,5.69,44.56,93.66,372.45,18.42,0
23.74,3.66,45.19,94.14,348.15,28.52,0
28.15,5.38,42.94,93.64,398.95,26.65,0
30.0,2.21,49.69,93.47,442.52,16.79,0
29.71,5.02,39.94,93.51,396.42,26.94,0
23.86,4.83,47.69,93.84,359.98,26.51,0
23.54,2.84,41.12,93.82,374.05,24.63,0
23.65,6.03,42.12,93.42,387.55,18.26,0
23.48,6.78,48.62,93.47,355.68,25.86,0
21.55,3.45,47.38,93.84,360.72,25.49,0
22.67,6.03,56.88,93.31,377.13,23.7,0
25.53,6.3,50.94,92.92,395.05,20.76,0
19.17,5.82,41.5,93.93,363.63,18.57,0
19.84,2.27,36.69,93.83,346.6,24.04,0
20.98,5.68,39.62,93.47,343.6,25.61,0
19.57,2.88,45.06,93.77,320.38,26.74,0
23.01,3.49,34.69,93.52,344.51,24.61,0
25.96,5.48,37.88,93.49,362.39,25.07,0
26.05,6.79,43.31,93.33,375.91,23.06,0
25.23,5.65,64.75,93.19,401.82,8.0,0
22.52,5.38,79.12,92.96,418.0,7.05,0
21.9,2.78,86.62,93.11,385.44,13.18,0
24.43,2.57,62.56,93.65,371.31,23.75,0
26.48,3.8,55.88,93.93,380.51,22.95,0
28.06,6.59,44.38,93.66,370.07,24.14,0
28.23,6.58,31.62,93.3,355.82,24.13,0
28.62,5.23,32.25,93.26,361.92,24.4,0
27.53,2.8,36.38,93.52,361.16,23.64,0
27.48,3.47,42.06,93.54,359.46,23.63,0
28.87,3.98,41.88,93.22,380.31,22.16,0
27.33,3.77,45.81,93.21,407.51,11.42,0
28.59,4.1,33.12,93.03,388.33,21.16,0
23.12,5.38,30.75,93.38,333.48,23.12,0
24.69,4.77,41.12,93.17,366.73,22.01,0
19.57,7.3,41.81,93.79,346.32,15.39,0
20.29,4.23,32.62,94.01,306.84,24.33,0
19.04,3.4,30.25,94.05,304.52,24.32,0
22.8,7.74,30.69,93.34,322.49,24.15,0
26.78,7.32,27.19,92.94,371.22,21.83,0
16.36,8.59,62.5,93.84,366.0,10.44,1
15.03,2.8,56.44,94.71,309.68,18.45,0
18.07,3.1,41.75,94.49,299.8,22.63,0
18.64,4.21,40.62,93.99,303.48,22.87,0
18.76,4.84,55.69,93.38,337.5,20.22,0
14.64,6.55,52.81,93.6,320.55,12.58,0
17.83,2.33,42.31,93.5,311.54,20.24,0
20.27,5.62,30.88,93.33,324.72,20.12,0
18.25,2.54,35.56,93.5,335.91,16.38,0
19.02,5.81,32.81,93.42,310.41,21.22,0
14.32,3.93,35.88,94.22,296.12,21.01,0
14.05,4.62,36.56,94.16,309.31,18.79,0
16.23,2.95,47.62,93.36,345.34,10.05,0
17.91,2.37,52.25,93.17,357.59,14.96,0
17.7,4.01,46.12,93.69,331.65,17.42,0
16.31,2.62,37.88,94.03,317.2,17.96,0
17.18,2.73,37.12,93.95,321.48,18.23,0
17.03,2.59,51.62,93.83,318.34,19.24,0
18.57,2.11,54.25,93.41,333.82,18.29,0
16.01,7.32,43.5,93.7,313.2,16.99,0
14.69,3.8,32.94,93.28,285.52,19.73,0
17.4,6.37,42.06,92.95,326.54,18.34,0
8.15,6.17,49.25,94.33,279.34,18.76,0
5.1,2.86,55.25,94.45,310.02,7.12,0
1.79,3.54,60.0,94.54,283.51,6.0,0
4.63,4.51,57.38,93.93,254.98,17.89,0
11.48,4.42,37.0,93.07,279.18,17.4,0
8.19,5.79,57.81,93.51,283.17,13.92,0
9.45,4.62,44.94,93.83,275.98,17.43,0
9.87,5.75,50.25,93.83,299.27,13.58,0
8.53,5.3,59.69,93.91,334.26,4.99,0
15.23,5.01,64.56,92.64,336.46,16.44,0
15.22,6.06,42.69,93.49,303.09,15.96,0
16.84,4.01,44.69,93.12,309.1,14.61,0
18.3,5.35,44.0,92.18,322.89,16.05,0
13.35,9.87,35.06,92.38,294.63,14.26,0
10.47,13.77,31.19,92.81,273.54,12.44,0
10.01,6.48,35.69,93.0,266.89,16.04,0
12.97,3.81,44.0,92.54,286.99,15.3,0
16.02,3.99,52.38,92.58,307.75,15.53,0
12.25,3.82,78.88,92.89,377.8,4.66,0
14.51,2.2,73.94,92.55,343.99,7.75,0
9.98,7.05,74.38,92.84,347.75,4.08,0
2.57,7.27,62.62,93.95,266.27,14.57,0
0.1,3.16,64.38,94.79,279.7,9.63,0
1.47,4.33,65.69,94.21,260.69,11.4,0
4.87,4.78,59.31,93.92,300.5,7.28,0
9.15,2.52,55.19,93.61,295.59,13.41,0
10.62,3.01,53.38,93.45,289.69,13.78,0
12.68,2.5,53.25,93.52,299.08,12.59,0
11.9,4.12,63.19,93.4,306.05,11.04,0
7.78,4.69,65.69,93.33,310.56,9.23,0
8.02,3.16,62.81,93.97,281.46,12.26,0
8.54,4.07,65.62,93.75,302.06,8.16,0
6.44,5.22,65.62,93.89,307.45,10.09,0
8.73,5.95,49.31,93.83,282.48,12.39,0
8.05,4.6,43.5,93.64,270.97,12.4,0
8.69,4.4,57.12,93.08,271.62,12.82,0
7.41,3.68,76.88,92.63,318.08,7.74,0
10.89,8.05,62.19,92.05,344.36,10.16,0
-2.82,6.42,46.81,93.57,233.53,12.43,0
-0.1,4.37,37.62,94.36,224.75,12.86,0
1.03,2.7,52.06,94.26,267.15,8.48,0
4.37,2.98,61.5,94.12,263.42,10.36,0
6.13,4.39,55.38,94.43,271.05,11.25,0
4.6,4.84,65.62,94.43,263.9,11.62,0
6.34,5.1,64.88,93.74,266.94,11.06,0
7.23,4.92,74.62,93.4,292.51,8.4,0
8.52,4.55,61.44,93.76,271.6,10.57,0
9.77,4.25,49.88,93.93,273.98,11.25,0
9.42,5.07,53.75,93.21,266.32,11.21,0
8.01,7.93,43.56,93.57,268.37,9.91,0
-0.85,4.62,49.69,94.84,242.21,10.9,0
3.07,4.25,50.94,93.4,267.67,7.87,0
3.28,5.23,61.5,93.39,269.69,9.76,0
-1.79,4.25,69.94,94.45,267.54,6.81,0
0.43,3.86,69.0,94.19,239.74,10.05,0
1.58,4.11,69.88,94.06,259.13,8.71,0
4.33,3.16,62.25,93.36,261.91,9.62,0
2.98,3.45,75.38,93.44,277.3,7.27,0
8.19,2.48,75.38,92.96,293.72,7.62,0
9.41,4.84,67.12,93.04,286.41,7.08,0
7.06,6.2,59.06,93.05,273.93,9.47,0
4.41,3.52,41.06,94.23,248.85,10.06,0
7.1,7.21,41.0,93.45,291.54,6.7,0
4.51,5.25,63.44,93.27,296.62,4.51,0
1.65,3.66,75.56,93.21,271.2,5.95,0
-0.36,3.8,76.69,93.0,285.22,5.28,0
-5.17,10.19,50.5,93.68,242.89,9.17,0
-3.24,4.36,44.38,93.34,247.98,9.47,0
-0.93,4.62,57.31,93.36,239.91,9.71,0
0.37,5.48,51.56,93.08,238.8,9.21,0
1.73,2.61,58.12,93.44,261.94,6.89,0
0.96,3.37,78.25,92.6,287.97,5.15,0
2.05,4.48,78.62,92.27,273.61,8.38,0
-0.24,2.5,76.75,92.68,256.27,8.57,0
0.91,4.67,58.81,92.3,234.09,8.89,0
4.62,5.62,42.31,92.51,246.56,9.36,0
0.28,10.05,72.31,92.67,286.79,1.33,1
-4.11,7.3,60.62,93.84,223.68,7.77,0
-2.53,3.15,61.5,93.97,254.08,4.97,0
-1.19,4.02,66.0,93.37,251.98,7.63,0
-4.6,3.16,79.88,93.29,254.85,5.75,0
-7.77,5.16,77.12,93.6,265.11,4.07,0
-10.33,5.7,64.81,94.33,235.88,7.51,0
-11.02,2.98,68.31,93.76,239.52,5.63,0
-7.77,3.98,78.12,93.08,264.0,3.16,0
-8.98,4.95,71.88,93.52,228.65,9.09,0
-4.09,4.29,67.44,93.95,237.75,9.7,0
-2.47,4.48,63.88,93.5,261.2,5.58,0
-5.67,4.66,83.25,93.77,271.59,2.04,0
-6.38,3.48,84.56,93.95,259.05,8.66,0
-4.18,5.1,79.5,93.84,254.25,6.82,0
-5.73,4.02,77.75,94.43,235.77,10.1,0
-4.49,3.55,64.25,93.92,242.62,9.39,0
-2.4,5.28,66.19,93.77,241.88,9.71,0
-1.88,5.12,74.94,94.04,239.6,10.05,0
0.01,3.16,73.81,93.29,257.7,8.08,0
0.4,2.91,77.25,93.28,260.23,7.0,0
1.51,4.37,68.19,94.34,254.88,9.39,0
0.99,4.09,89.69,93.06,296.34,4.87,0
-0.41,6.3,78.31,91.83,279.3,5.34,0
-7.26,7.7,48.5,93.53,218.05,8.83,0
-10.63,4.33,63.19,94.06,205.0,10.3,0
-9.34,2.91,63.12,94.39,227.05,9.78,0
-6.18,4.56,54.38,93.93,218.86,10.26,0
1.02,5.95,63.12,93.74,245.98,10.18,0
1.74,3.87,61.19,94.55,239.87,10.63,0
2.33,4.75,53.38,93.56,240.02,10.95,0
2.54,6.3,56.81,93.79,242.12,11.03,0
-3.38,4.02,58.5,94.33,242.66,8.87,0
-4.11,2.87,55.56,94.29,277.09,5.76,0
-6.56,3.23,67.25,93.98,244.48,10.57,0
-3.34,5.53,63.38,94.15,251.54,9.52,0
-6.99,4.93,52.75,94.13,252.76,5.1,0
0.29,3.75,66.5,93.89,245.36,11.06,0
3.08,5.38,77.0,93.48,270.84,10.72,0
3.06,3.34,92.94,92.61,297.8,5.35,0
4.25,4.35,88.81,92.46,312.57,3.96,0
0.02,6.82,74.69,92.48,288.06,4.82,0
-3.76,7.05,55.12,93.04,256.73,9.88,0
-7.24,6.21,46.75,93.98,258.71,9.62,0
-2.86,4.66,63.75,93.79,263.42,9.59,0
2.33,6.7,67.19,93.99,237.96,13.25,0
2.05,4.7,61.81,93.54,255.01,11.12,0
1.14,4.58,67.44,93.17,241.6,12.71,0
3.4,4.32,60.69,93.38,252.8,13.24,0
5.35,4.91,69.06,93.0,276.22,12.59,0
2.82,5.62,65.0,93.75,249.47,14.16,0
0.56,7.13,68.5,93.75,257.92,11.66,0
3.48,9.34,76.25,92.5,290.2,8.21,0
0.87,11.16,70.44,91.99,282.81,4.95,0
-1.72,4.9,54.12,93.75,226.26,13.77,0
-0.14,4.7,51.5,93.52,219.66,15.37,0
3.03,5.91,52.44,93.09,250.31,13.72,0
-0.31,6.27,67.5,93.83,255.16,7.83,0
-3.31,4.76,56.88,94.46,243.91,11.77,0
2.18,4.89,57.81,93.61,262.95,13.51,0
5.69,4.62,57.81,92.51,273.23,11.78,0
0.34,9.14,55.12,93.01,258.01,14.34,0
-3.38,4.26,47.62,94.1,229.59,16.55,0
-4.88,8.62,58.5,93.7,269.65,4.86,0
-8.06,7.08,87.69,93.16,263.62,1.71,1
-8.34,4.02,85.88,93.35,237.7,12.25,0
-4.38,4.38,87.94,92.91,253.01,16.01,0
-1.84,3.54,90.69,93.14,294.11,4.48,0
-2.44,5.12,81.69,93.38,253.58,16.27,0
-2.71,3.91,77.38,93.04,272.97,10.58,0
-0.6,7.34,70.81,93.73,287.88,7.29,0
-0.79,5.23,67.25,94.08,259.73,15.03,0
-1.38,4.73,65.19,94.32,270.8,12.53,0
2.65,2.38,64.25,93.95,285.67,15.23,0
4.5,3.73,74.81,92.65,294.92,9.79,0
2.94,8.71,51.38,92.9,275.68,10.41,0
-2.13,9.02,45.56,94.29,218.23,18.63,0
-0.99,5.38,53.31,94.11,233.04,18.35,0
2.43,5.16,62.75,93.53,256.95,16.56,0
6.4,6.12,84.25,93.17,311.34,13.73,0
8.33,9.16,79.12,92.3,338.37,10.44,0
-3.39,10.68,64.12,93.42,252.1,13.09,0
1.74,4.59,51.5,93.28,248.88,17.69,0
0.16,6.65,47.0,94.22,226.62,21.29,0
4.4,3.81,44.31,94.24,263.91,19.66,0
12.3,4.32,48.0,93.8,292.63,19.27,0
14.02,5.26,44.88,92.9,300.71,16.87,0
1.9,6.39,59.25,93.55,290.18,13.34,0
2.98,5.84,71.88,92.88,308.13,8.84,0
3.01,6.41,45.0,93.2,247.0,21.76,0
2.08,4.09,41.69,93.94,278.43,13.86,0
0.44,3.77,38.0,94.07,246.89,21.67,0
1.62,7.17,53.44,92.87,277.02,18.38,0
2.05,3.07,68.31,93.06,305.34,10.45,0
-1.74,6.59,76.25,93.52,275.33,9.63,0
-2.87,8.48,48.0,93.84,237.45,18.71,0
